iter	RMSE
303	13.09777442
304	13.09754126
305	13.09730404
306	13.09701618
307	13.09654811
308	13.09588483
309	13.09559305
310	13.0952624
311	13.09498925
312	13.09480006
313	13.09451362
314	13.09411789
315	13.09372163
316	13.09341868
317	13.09306148
318	13.09285279
319	13.09226226
320	13.09196875
321	13.09172741
322	13.09141216
323	13.09117762
324	13.09080671
325	13.09051395
326	13.09032143
327	13.09009226
328	13.08982919
329	13.08959421
330	13.08926533
331	13.0889202
332	13.08849561
333	13.08826785
334	13.0878254
335	13.08754424
336	13.08732288
337	13.08677752
338	13.08654378
339	13.08634578
340	13.08600774
341	13.08574672
342	13.08560181
343	13.08538212
344	13.08512255
345	13.08486546
346	13.08475937
347	13.08456249
348	13.08429216
349	13.08399551
350	13.0837452
351	13.08354475
352	13.0833356
353	13.0831046
354	13.08272435
355	13.08247105
356	13.08212534
357	13.08189191
358	13.08165408
359	13.08098804
360	13.08065581
361	13.08045731
362	13.08030256
363	13.08006246
364	13.07974355
365	13.07944362
366	13.07936905
367	13.07916182
368	13.07864055
369	13.07831938
370	13.07803599
371	13.07786528
372	13.07745351
373	13.07732043
374	13.07705
375	13.07677925
376	13.07660956
377	13.07632714
378	13.0761587
379	13.07586347
380	13.07564521
381	13.07532725
382	13.07510318
383	13.07462179
384	13.07412098
385	13.0734428
386	13.07302563
387	13.07275652
388	13.07263131
389	13.07246654
390	13.07212192
391	13.0719141
392	13.07173644
393	13.07134924
394	13.07110508
395	13.07080061
396	13.07053343
397	13.06998729
398	13.06971822
399	13.069573
400	13.06937878
401	13.06907015
402	13.06887912
403	13.0684325
404	13.0683164
405	13.06801839
406	13.06773228
407	13.06747862
408	13.0670752
409	13.06701376
410	13.06673659
411	13.06649051
412	13.06619465
413	13.06587989
414	13.06565899
415	13.06542293
416	13.06502429
417	13.06486468
418	13.06465842
419	13.06440343
420	13.06397799
421	13.06373896
422	13.06346728
423	13.06323536
424	13.06299126
425	13.0627511
426	13.06259103
427	13.06228788
428	13.06197069
429	13.0616721
430	13.06138288
431	13.06092005
432	13.0606628
433	13.06040602
434	13.06022689
435	13.06001542
436	13.0597714
437	13.05971529
438	13.05950022
439	13.05927741
440	13.05905716
441	13.05868625
442	13.05848948
443	13.05821423
444	13.0577602
445	13.05740321
446	13.0571697
447	13.05690209
448	13.05685106
449	13.05662737
450	13.05640563
451	13.05606395
452	13.05581803
453	13.05553134
454	13.05517383
455	13.05491828
456	13.05472515
457	13.05450957
458	13.05425728
459	13.05403117
460	13.05386431
461	13.05364122
462	13.05336125
463	13.05299531
464	13.05277307
465	13.05237066
466	13.05216797
467	13.05177841
468	13.05160174
469	13.05143576
470	13.05118446
471	13.05099716
472	13.05084407
473	13.05051308
474	13.05023027
475	13.05013748
476	13.04992344
477	13.0497027
478	13.04949092
479	13.04920195
480	13.04891379
481	13.04884051
482	13.04858747
483	13.04832973
484	13.04810464
485	13.04789109
486	13.04771301
487	13.04733051
488	13.04711661
489	13.04694434
490	13.04672147
491	13.04654638
492	13.04626851
493	13.04610846
494	13.04590736
495	13.04576033
496	13.04554644
497	13.04533176
498	13.0450884
499	13.04488332
500	13.04469302
501	13.04453496
502	13.04426762
503	13.04418038
504	13.04413402
505	13.04372906
506	13.04349818
507	13.04329785
508	13.04314871
509	13.04289456
510	13.04271295
511	13.04237431
512	13.04217132
513	13.04198653
514	13.04159778
515	13.04134551
516	13.04128305
517	13.04102077
518	13.04087231
519	13.0406662
520	13.04043941
521	13.04032051
522	13.03994897
523	13.03976846
524	13.03948032
525	13.0393689
526	13.03928158
527	13.0390082
528	13.03878861
529	13.03854815
530	13.03840812
531	13.03823254
532	13.03804361
533	13.03762874
534	13.0374233
535	13.03704483
536	13.03686805
537	13.03668652
538	13.03649484
539	13.03624744
540	13.03604824
541	13.03575145
542	13.03545039
543	13.03537103
544	13.035092
545	13.03485112
546	13.03457253
547	13.03430905
548	13.03413133
549	13.03409113
550	13.03380968
551	13.03352552
552	13.03320043
553	13.03296282
554	13.03258259
555	13.03237233
556	13.03215625
557	13.03198603
558	13.03176334
559	13.03158277
560	13.03120142
561	13.03092659
562	13.0306922
563	13.03043282
564	13.03023586
565	13.03001283
566	13.02989911
567	13.02962506
568	13.02948405
569	13.02920028
570	13.02895718
571	13.02875248
572	13.02855168
573	13.02832823
574	13.02803896
575	13.02780605
576	13.02751223
577	13.02726186
578	13.02695207
579	13.02674558
580	13.02662678
581	13.02644702
582	13.02626997
583	13.02606339
584	13.02565271
585	13.02548441
586	13.0253745
587	13.02510811
588	13.02505884
589	13.02479919
590	13.02476254
591	13.02454549
592	13.0244482
593	13.02424192
594	13.02399116
595	13.02377708
596	13.02346985
597	13.02338011
598	13.02312348
599	13.02280663
600	13.02267839
601	13.02224454
602	13.0220541
603	13.02186823
604	13.02159166
605	13.02147243
606	13.02136896
607	13.02110966
608	13.02086489
609	13.02074
610	13.02063439
611	13.02029443
612	13.02011849
613	13.02000581
614	13.01973682
615	13.01940158
616	13.01913517
617	13.0189346
618	13.01884004
619	13.0185973
620	13.01842522
621	13.0181029
622	13.01790349
623	13.01776228
624	13.01752183
625	13.0172182
626	13.01694368
627	13.01676322
628	13.01648007
629	13.01631137
630	13.01607702
631	13.01590528
632	13.0157855
633	13.01551304
634	13.01522761
635	13.01501801
636	13.01477675
637	13.01461586
638	13.01442762
639	13.0142308
640	13.01390022
641	13.01359366
642	13.01340902
643	13.01322756
644	13.01303627
645	13.01280283
646	13.01251841
647	13.01218865
648	13.01201513
649	13.01184702
650	13.01161462
651	13.01155009
652	13.01101802
653	13.01076822
654	13.01050447
655	13.01028587
656	13.01021385
657	13.01007573
658	13.00983269
659	13.0095907
660	13.00936421
661	13.00914687
662	13.00894878
663	13.00891858
664	13.00871974
665	13.0085652
666	13.00837817
667	13.00815261
668	13.0079731
669	13.00778457
670	13.00761524
671	13.00726844
672	13.00709324
673	13.00684205
674	13.00660069
675	13.0064199
676	13.00625426
677	13.0059727
678	13.00570417
679	13.0055081
680	13.00536286
681	13.00517339
682	13.00490733
683	13.00473469
684	13.00447496
685	13.00408201
686	13.00400233
687	13.00376011
688	13.00365292
689	13.0034657
690	13.00323658
691	13.00307586
692	13.00284245
693	13.00268517
694	13.00242481
695	13.00217426
696	13.00200372
697	13.00182841
698	13.00159421
699	13.00141172
700	13.00120668
701	13.00099216
702	13.00076231
703	13.00061696
704	13.00035399
705	13.00012205
706	12.999879
707	12.99979788
708	12.99950768
709	12.9993748
710	12.99927162
711	12.99908432
712	12.99903564
713	12.99889315
714	12.99870968
715	12.99849345
716	12.99837527
717	12.99805459
718	12.99788502
719	12.99763926
720	12.997404
721	12.99724246
722	12.99712865
723	12.99695333
724	12.99681867
725	12.99655323
726	12.99640083
727	12.99615155
728	12.99597985
729	12.99583496
730	12.99573403
731	12.99555722
732	12.99534444
733	12.99513594
734	12.99481063
735	12.99453998
736	12.99434714
737	12.99406985
738	12.99393454
739	12.99370211
740	12.99356036
741	12.99345851
742	12.99326126
743	12.99301472
744	12.99280093
745	12.99257365
746	12.992362
747	12.99221605
748	12.99198055
749	12.99186444
750	12.99169687
751	12.99143918
752	12.99125814
753	12.99109063
754	12.99090163
755	12.99064935
756	12.99047635
757	12.99032913
758	12.99008619
759	12.98991747
760	12.98979514
761	12.98960898
762	12.98941859
763	12.98906121
764	12.98889972
765	12.98883097
766	12.98876099
767	12.98855328
768	12.98831837
769	12.98815895
770	12.98793904
771	12.9877188
772	12.98746229
773	12.98721156
774	12.98699364
775	12.98688474
776	12.98681135
777	12.98666332
778	12.98646919
779	12.98625563
780	12.98617704
781	12.98600468
782	12.98570728
783	12.98561342
784	12.98547925
785	12.98531734
786	12.98507795
787	12.98479954
788	12.98464888
789	12.98453709
790	12.98428814
791	12.98407201
792	12.98396625
793	12.98374438
794	12.98357866
795	12.98345071
796	12.98328983
797	12.98288262
798	12.98276943
799	12.98268341
800	12.98250031
801	12.98224676
802	12.98208118
803	12.98191639
804	12.98176493
805	12.98155843
806	12.98138824
807	12.98124716
808	12.98102147
809	12.98076529
810	12.9805509
811	12.98033166
812	12.98019673
813	12.97996668
814	12.97973987
815	12.9795545
816	12.97933624
817	12.97900882
818	12.97889559
819	12.97865233
820	12.97841579
821	12.97819598
822	12.9780005
823	12.97779885
824	12.97761938
825	12.97748328
826	12.97725237
827	12.97704275
828	12.97680058
829	12.97668787
830	12.97656438
831	12.97640451
832	12.97629447
833	12.97611591
834	12.97587946
835	12.97572927
836	12.97554369
837	12.97535955
838	12.97515831
839	12.975066
840	12.97499654
841	12.97494293
842	12.97456007
843	12.97443063
844	12.97421128
845	12.97391699
846	12.97376587
847	12.97361429
848	12.97348773
849	12.97344635
850	12.97330564
851	12.97303713
852	12.97287723
853	12.97265461
854	12.97241762
855	12.97216589
856	12.97202109
857	12.97180785
858	12.97170895
859	12.97148678
860	12.97133635
861	12.97110395
862	12.97088939
863	12.97072565
864	12.97060588
865	12.97051457
866	12.97037722
867	12.97022213
868	12.97004001
869	12.96989475
870	12.96973133
871	12.96961358
872	12.96952171
873	12.96933275
874	12.96914947
875	12.96899868
876	12.96882224
877	12.96865973
878	12.9683695
879	12.96827593
880	12.96822713
881	12.96818974
882	12.96809143
883	12.96791019
884	12.96772968
885	12.96757182
886	12.96739922
887	12.9672195
888	12.9669799
889	12.96671364
890	12.96657104
891	12.96643149
892	12.96619233
893	12.96598068
894	12.96589614
895	12.96577352
896	12.96545477
897	12.96530454
898	12.96507705
899	12.96486803
900	12.9647008
901	12.96450532
902	12.96438086
903	12.96428881
904	12.96401148
905	12.96395065
906	12.96377554
907	12.96364537
908	12.96345343
909	12.96321207
910	12.96306104
911	12.96293304
912	12.96274749
913	12.96252773
914	12.96225411
915	12.96213171
916	12.96203444
917	12.96190896
918	12.96169053
919	12.96158711
920	12.96150572
921	12.9613179
922	12.9610694
923	12.96082407
924	12.9606974
925	12.96058914
926	12.96044953
927	12.96034803
928	12.96023654
929	12.96001876
930	12.95992497
931	12.95971602
932	12.95954163
933	12.95931384
934	12.95923576
935	12.95911556
936	12.9589475
937	12.95874869
938	12.95863389
939	12.9584841
940	12.95840191
941	12.95819322
942	12.95793247
943	12.95775843
944	12.95752349
945	12.95726869
946	12.9570522
947	12.95691236
948	12.9568086
949	12.95660351
950	12.95644734
951	12.95624803
952	12.95581296
953	12.95554482
954	12.95536198
955	12.9551332
956	12.95497389
957	12.95487121
958	12.95471743
959	12.9545503
960	12.95441988
961	12.95420959
962	12.95408213
963	12.95389735
964	12.95374446
965	12.95354222
966	12.95332706
967	12.95319572
968	12.95316179
969	12.95293489
970	12.95279222
971	12.95254844
972	12.95233608
973	12.95221807
974	12.95196986
975	12.95192454
976	12.95176311
977	12.95158129
978	12.95139289
979	12.95125232
980	12.95106816
981	12.95094778
982	12.95083099
983	12.95045226
984	12.95020591
985	12.94990139
986	12.94970018
987	12.9494441
988	12.949234
989	12.94903843
990	12.9488923
991	12.94875726
992	12.94858824
993	12.94850021
994	12.94840652
995	12.94834779
996	12.94815189
997	12.94788191
998	12.94767411
999	12.94755768
